"[240.0, 2250.0, 3.0]"
"[500.0, 4528.0, 4.0]"
"[275.0, 3100.0, 4.0]"
"[72.6, 1100.0, 2.0]"
"[62.78, 13501800.0, -1]"
"[420.0, 5100.0, 4.0]"
"[240.0, 2259.0, 3.0]"
"[36.66, 9401544.0, -1]"
"[128.0, 777.0, 2.0]"
"[-1, 11241345.0, 2.0]"
"[315.0, 42007054.0, 4.0]"
"[8100.0, 25604050.0, 4.0]"
"[389.0, 1440.0, 3.0]"
"[454.0, 21603600.0, 4.0]"
"[486.00000000000006, 2160.0, 4.0]"
"[357.0, 2304.0, 4.0]"
"[250.0, 2700.0, 4.0]"
"[-1, 11501450.0, 2.0]"
"[300.0, 3620.0, 4.0]"
"[-1, -1, -1]"
"[-1, -1, -1]"
"[-1, -1, -1]"
"[-1, -1, -1]"
"[-1, 28584272.0, 4.0]"
"[225.0, 2925.0, 4.0]"
